# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 22 09:05:46 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,default_flag,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1625 b,1,Transit,2016,0,287.37894900,0.00298300,-0.00298300,0,,,,,6.060,0.870,-0.530,0,,,,,,0.94,0.13,-0.08,0,0.96,0.06,-0.06,0,2310.1100000,213.0900000,-180.4900000,15.7627000,0.0005450,-0.0005450
Kepler-1626 b,1,Transit,2016,0,4.13962966,0.00002851,-0.00002851,0,,,,,2.020,0.660,-0.430,0,,,,,,1.85,0.60,-0.39,0,1.51,0.21,-0.20,0,1368.8300000,33.9700000,-32.3900000,14.2242000,0.0002620,-0.0002620
Kepler-1627 b,1,Transit,2016,0,7.20283653,0.00008773,-0.00008773,0,,,,,3.690,0.490,-0.410,0,,,,,,0.84,0.09,-0.07,0,0.87,0.05,-0.06,0,317.4370000,4.5280000,-4.4040000,13.0492000,0.0020120,-0.0020120
Kepler-1628 b,1,Transit,2016,0,76.37803300,0.00183300,-0.00183300,0,,,,,6.430,0.940,-0.510,0,,,,,,0.52,0.04,-0.03,0,0.55,0.04,-0.03,0,,,,16.9534000,0.0156820,-0.0156820
Kepler-1629 b,1,Transit,2016,0,3.87595807,0.00002379,-0.00002379,0,,,,,0.770,0.150,-0.080,0,,,,,,1.01,0.19,-0.08,0,1.01,0.05,-0.05,0,336.0900000,2.6430000,-2.6040000,12.7136000,0.0005280,-0.0005280
Kepler-163 b,1,Transit,2014,0,7.81093700,0.00010700,-0.00010700,0,0.078000,,,0,1.050,0.440,-0.440,0,,,,,,0.92,0.38,-0.38,0,,,,,689.8140000,9.8645000,-9.8645000,14.3796000,0.0002880,-0.0002880
Kepler-163 c,1,Transit,2014,0,21.34726200,0.00008100,-0.00008100,0,0.152000,,,0,2.260,0.940,-0.940,0,,,,,,0.92,0.38,-0.38,0,,,,,689.8140000,9.8645000,-9.8645000,14.3796000,0.0002880,-0.0002880
Kepler-1630 b,1,Transit,2016,0,509.99740200,0.00325600,-0.00325600,0,,,,,2.190,0.200,-0.100,0,,,,,,0.63,0.05,-0.02,0,0.66,0.05,-0.03,0,331.2130000,2.1800000,-2.1510000,14.2049000,0.0002890,-0.0002890
Kepler-1631 b,1,Transit,2016,0,4.09513932,0.00003048,-0.00003048,0,,,,,1.350,0.200,-0.150,0,,,,,,0.95,0.13,-0.08,0,0.97,0.05,-0.06,0,1305.9900000,54.9600000,-50.7700000,15.4951000,0.0004720,-0.0004720
Kepler-1632 b,1,Transit,2016,0,448.30355800,0.00416400,-0.00416400,0,,,,,2.470,0.840,-0.350,0,,,,,,1.19,0.40,-0.17,0,1.12,0.14,-0.10,0,716.7600000,6.7050000,-6.5850000,13.0660000,0.0003660,-0.0003660
Kepler-1633 b,1,Transit,2016,0,186.40427100,0.00588600,-0.00588600,0,,,,,1.580,0.650,-0.250,0,,,,,,1.32,0.54,-0.18,0,1.20,0.17,-0.09,0,1114.9100000,17.2150000,-17.2150000,13.3918000,0.0002210,-0.0002210
Kepler-1634 b,1,Transit,2016,0,374.87623900,0.00710700,-0.00710700,0,,,,,3.190,0.520,-0.600,0,,,,,,0.89,0.10,-0.06,0,0.92,0.05,-0.05,0,617.3390000,8.4325000,-8.4325000,14.4860000,0.0005310,-0.0005310
Kepler-1635 b,1,Transit,2016,0,469.63111000,0.01246000,-0.01246000,0,,,,,3.640,0.330,-0.670,0,,,,,,0.85,0.08,-0.04,0,0.89,0.04,-0.04,0,1069.4500000,39.9000000,-37.1700000,15.6928000,0.0004740,-0.0004740
Kepler-1636 b,1,Transit,2016,0,425.47785000,0.01122000,-0.01122000,0,,,,,3.230,0.760,-0.350,0,,,,,,1.02,0.23,-0.11,0,1.01,0.08,-0.06,0,1947.5400000,121.4250000,-121.4250000,15.7916000,0.0004870,-0.0004870
Kepler-1637 b,1,Transit,2016,0,6.10960324,0.00006485,-0.00006485,0,,,,,0.890,0.180,-0.090,0,,,,,,1.02,0.20,-0.09,0,1.02,0.06,-0.05,0,567.1870000,,,13.2726000,0.0004060,-0.0004060
Kepler-1638 b,1,Transit,2016,0,259.33683000,0.01303000,-0.01303000,0,,,,,1.870,0.330,-0.220,0,,,,,,0.95,0.17,-0.08,0,0.97,0.05,-0.06,0,1525.5200000,50.9100000,-47.7800000,14.7479000,0.0002980,-0.0002980
Kepler-1639 b,1,Transit,2016,0,9.87848200,0.00217100,-0.00217100,0,,,,,2.580,0.790,-0.340,0,,,,,,1.18,0.34,-0.14,0,1.12,0.11,-0.08,0,1031.3100000,19.5500000,-18.8500000,14.4686000,0.0003310,-0.0003310
Kepler-164 b,1,Transit,2014,0,5.03503000,0.00002700,-0.00002700,0,0.058000,,,0,1.410,0.280,-0.280,0,,,,,,1.15,0.22,-0.22,0,,,,,890.7580000,13.6840000,-13.2840000,14.2329000,0.0002860,-0.0002860
Kepler-164 c,1,Transit,2014,0,10.94572300,0.00002900,-0.00002900,0,0.097000,,,0,2.730,0.520,-0.520,0,,,,,,1.15,0.22,-0.22,0,,,,,890.7580000,13.6840000,-13.2840000,14.2329000,0.0002860,-0.0002860
Kepler-164 d,1,Transit,2014,0,28.98676900,0.00016200,-0.00016200,0,0.187000,,,0,2.450,0.470,-0.470,0,,,,,,1.15,0.22,-0.22,0,,,,,890.7580000,13.6840000,-13.2840000,14.2329000,0.0002860,-0.0002860
Kepler-164 e,1,Transit,2023,0,94.88690200,0.00121600,-0.00121600,0,0.402500,,,0,4.240,0.690,-0.560,0,,,,,,1.10,0.18,-0.15,0,0.97,0.07,-0.07,0,890.7580000,13.6840000,-13.2840000,14.2329000,0.0002860,-0.0002860
Kepler-1640 b,1,Transit,2016,0,7.58441260,0.00038660,-0.00038660,0,,,,,4.820,2.480,-0.800,0,,,,,,1.43,0.65,-0.21,0,1.27,0.21,-0.10,0,1859.7800000,,,14.9622000,0.0015880,-0.0015880
Kepler-1641 b,1,Transit,2016,0,19.67226600,0.00111000,-0.00111000,0,,,,,3.110,1.130,-0.580,0,,,,,,1.19,0.40,-0.19,0,1.12,0.16,-0.12,0,860.3700000,16.7180000,-16.1040000,14.2231000,0.0002820,-0.0002820
Kepler-1641 c,1,Transit,2016,0,32.65721200,0.00309900,-0.00309900,0,,,,,2.950,0.980,-0.490,0,,,,,,1.19,0.40,-0.19,0,1.12,0.16,-0.12,0,860.3700000,16.7180000,-16.1040000,14.2231000,0.0002820,-0.0002820
Kepler-1642 b,1,Transit,2016,0,12.20575130,0.00051010,-0.00051010,0,,,,,3.200,0.340,-0.250,0,,,,,,0.84,0.09,-0.06,0,0.88,0.06,-0.05,0,413.8730000,3.2210000,-3.1740000,14.1012000,0.0007320,-0.0007320
Kepler-1642 c,1,Transit,2016,0,6.65138020,0.00032270,-0.00032270,0,,,,,2.660,0.290,-0.210,0,,,,,,0.84,0.09,-0.06,0,0.88,0.06,-0.05,0,413.8730000,3.2210000,-3.1740000,14.1012000,0.0007320,-0.0007320
Kepler-1643 b,1,Transit,2016,0,5.34265700,0.00001010,-0.00001010,0,,,,,2.320,0.130,-0.130,0,,,,,,0.85,0.04,-0.04,0,0.84,0.03,-0.03,0,341.7740000,2.5930000,-2.5540000,13.8271000,0.0013680,-0.0013680
Kepler-1644 b,1,Transit,2016,0,21.09077580,0.00011140,-0.00011140,0,,,,,1.880,0.520,-0.160,0,,,,,,0.86,0.09,-0.06,0,0.89,0.05,-0.05,0,629.2700000,,,14.1827000,0.0004200,-0.0004200
Kepler-1645 b,1,Transit,2016,0,16.17795610,0.00010690,-0.00010690,0,,,,,1.780,0.430,-0.200,0,,,,,,1.02,0.24,-0.10,0,1.02,0.06,-0.06,0,1202.4700000,29.9200000,-28.5400000,14.4405000,0.0002520,-0.0002520
Kepler-1646 b,1,Transit,2016,0,4.48558383,0.00001050,-0.00001050,0,,,,,1.230,0.280,-0.240,0,,,,,,0.26,0.05,-0.05,0,0.24,0.06,-0.06,0,127.5910000,0.6210000,-0.6140000,15.6554000,0.0008600,-0.0008600
Kepler-1647 b,1,Transit,2016,0,1107.59230000,0.02270000,-0.02270000,0,2.720500,0.007000,-0.007000,0,11.874,0.138,-0.138,0,483.00000,206.00000,-206.00000,0,,1.79,0.01,-0.01,0,1.22,0.01,-0.01,0,1212.4500000,22.3350000,-22.3350000,13.5790000,0.0002230,-0.0002230
Kepler-1649 b,1,Transit,2017,0,8.68909900,0.00002500,-0.00002500,0,,,,,1.017,0.051,-0.051,0,,,,,,0.23,0.00,0.00,0,0.20,0.01,-0.01,0,92.1913000,0.5489000,-0.5425000,16.2682000,0.0010180,-0.0010180
Kepler-1649 c,1,Transit,2020,0,19.53527000,0.00010000,-0.00010000,0,,,,,1.060,0.150,-0.100,0,,,,,,0.23,0.00,0.00,0,0.20,0.01,-0.01,0,92.1913000,0.5489000,-0.5425000,16.2682000,0.0010180,-0.0010180
Kepler-165 b,1,Transit,2014,0,8.18084800,0.00002600,-0.00002600,0,0.072000,,,0,2.320,1.410,-1.410,0,,,,,,0.77,0.47,-0.47,0,,,,,560.8850000,6.3310000,-6.1930000,14.7945000,0.0003540,-0.0003540
Kepler-165 c,1,Transit,2014,0,15.31299000,0.00005700,-0.00005700,0,0.110000,,,0,2.230,1.350,-1.350,0,,,,,,0.77,0.47,-0.47,0,,,,,560.8850000,6.3310000,-6.1930000,14.7945000,0.0003540,-0.0003540
Kepler-1650 b,1,Transit,2017,0,1.53818001,0.00000155,-0.00000154,0,,,,,0.960,0.110,-0.100,0,,,,,,0.33,0.04,-0.03,0,0.33,0.05,-0.04,0,134.3970000,0.7250000,-0.7170000,15.7393000,0.0006810,-0.0006810
Kepler-1651 b,1,Transit,2017,0,9.87863917,0.00001067,-0.00001010,0,,,,,1.840,0.110,-0.110,0,,,,,,0.50,0.03,-0.03,0,0.52,0.03,-0.03,0,66.4074000,0.1062000,-0.1059000,13.0716000,0.0005030,-0.0005030
Kepler-1652 b,1,Transit,2017,0,38.09722000,0.00021000,-0.00021000,0,0.165400,0.004200,-0.007500,0,1.600,0.180,-0.180,0,,,,,,0.38,0.04,-0.04,0,0.40,0.04,-0.05,0,,,,16.0023000,0.0046400,-0.0046400
Kepler-1653 b,1,Transit,2017,0,140.25240000,0.00300000,-0.00300000,0,0.470600,0.009800,-0.004100,0,2.170,0.160,-0.230,0,,,,,,0.69,0.03,-0.02,0,0.72,0.04,-0.03,0,,,,,,
Kepler-1654 b,1,Transit,2018,0,1047.83560000,0.00180000,-0.00190000,0,2.026000,0.037000,-0.035000,0,9.180,0.213,-0.191,0,158.91500,,,1,G5 V,1.18,0.03,-0.02,0,1.01,0.06,-0.05,0,568.1170000,3.8780000,-3.8280000,13.4057000,0.0002110,-0.0002110
Kepler-1655 b,1,Transit,2018,0,11.87287870,0.00000850,-0.00000850,0,0.102900,0.001400,-0.001400,0,2.213,0.082,-0.082,0,5.40000,1.70000,-1.70000,0,,1.03,0.02,-0.02,0,1.03,0.04,-0.04,0,213.2600000,0.9910000,-0.9820000,11.0141000,0.0004130,-0.0004130
Kepler-1656 b,1,Transit,2018,0,31.56200000,0.01100000,-0.01100000,0,0.197400,0.002600,-0.002600,0,,,,,47.80000,6.20000,-3.30000,0,,1.10,0.13,-0.13,0,1.03,0.04,-0.04,0,185.8750000,0.8350000,-0.8270000,11.0622000,0.0004010,-0.0004010
Kepler-1656 c,1,Radial Velocity,2022,0,1919.00000000,27.00000000,-24.00000000,0,3.053000,0.049000,-0.049000,0,,,,,126.40000,28.90000,-28.90000,0,,1.10,0.13,-0.13,0,1.03,0.04,-0.04,0,185.8750000,0.8350000,-0.8270000,11.0622000,0.0004010,-0.0004010
Kepler-1658 b,1,Transit,2019,0,3.84937278,0.00000080,-0.00000080,0,0.054400,0.000700,-0.000700,0,11.994,0.560,-0.560,0,1868.84040,149.38010,-146.20180,0,,2.89,0.13,-0.11,0,1.45,0.06,-0.06,0,788.2380000,17.4340000,-16.7070000,11.4200000,0.0005680,-0.0005680
Kepler-166 b,1,Transit,2014,0,7.65025400,0.00001200,-0.00001200,0,0.072000,,,0,2.270,1.170,-1.170,0,,,,,,0.74,0.38,-0.38,0,,,,,603.5300000,7.4430000,-7.2660000,14.6848000,0.0002630,-0.0002630
Kepler-166 c,1,Transit,2014,0,34.26028100,0.00012400,-0.00012400,0,0.195000,,,0,2.380,1.230,-1.230,0,,,,,,0.74,0.38,-0.38,0,,,,,603.5300000,7.4430000,-7.2660000,14.6848000,0.0002630,-0.0002630
Kepler-166 d,1,Transit,2016,0,1.55400393,0.00000144,-0.00000144,0,,,,,1.730,0.150,-0.100,0,,,,,,0.83,0.06,-0.05,0,0.88,0.04,-0.05,0,603.5300000,7.4430000,-7.2660000,14.6848000,0.0002630,-0.0002630
Kepler-1660 AB b,1,Eclipse Timing Variations,2023,0,239.50440000,0.06860000,-0.06860000,0,,,,,,,,,1586.59941,73.10053,-73.10053,0,,1.49,0.07,-0.07,0,1.14,0.07,-0.07,0,1188.5400000,21.1200000,-21.1200000,13.4394000,0.0002150,-0.0002150
Kepler-1661 b,1,Transit,2020,0,175.06000000,0.06000000,-0.06000000,0,0.633000,0.005000,-0.005000,0,3.870,0.060,-0.060,0,17.00000,12.00000,-12.00000,0,K,0.76,0.01,-0.01,0,0.84,0.02,-0.02,0,410.6070000,2.8825000,-2.8825000,14.1933000,0.0003210,-0.0003210
Kepler-1663 b,1,Transit,2020,0,17.60460000,,,0,,,,,3.304,,,0,,,,,,0.63,0.02,-0.02,0,0.61,0.02,-0.02,0,337.9260000,3.4070000,-3.4070000,15.6164000,0.0004940,-0.0004940
Kepler-1664 b,1,Transit,2020,0,14.38680000,,,0,,,,,3.033,,,0,,,,,,,,,,,,,,626.6910000,,,13.5307000,0.0005630,-0.0005630
Kepler-1665 b,1,Transit,2020,0,11.95480000,,,0,,,,,2.839,,,0,,,,,,0.78,,,0,0.84,,,0,335.5150000,1.5665000,-1.5665000,13.5913000,0.0001750,-0.0001750
Kepler-1666 b,1,Transit,2020,0,25.84760000,,,0,,,,,2.883,,,0,,,,,,1.15,,,0,1.23,,,0,1379.3700000,55.6000000,-51.5100000,15.0151000,0.0004010,-0.0004010
Kepler-1666 c,1,Transit,2020,0,40.71570000,,,0,,,,,3.236,,,0,,,,,,1.15,,,0,1.23,,,0,1379.3700000,55.6000000,-51.5100000,15.0151000,0.0004010,-0.0004010
Kepler-1667 b,1,Transit,2020,0,83.57810000,,,0,,,,,2.984,,,0,,,,,,1.09,,,0,1.09,,,0,626.8190000,6.1205000,-6.1205000,13.4461000,0.0002260,-0.0002260
Kepler-1668 b,1,Transit,2020,0,15.43400000,,,0,,,,,4.348,,,0,,,,,,1.02,,,0,0.98,,,0,1335.6400000,63.8400000,-58.3600000,15.6767000,0.0005090,-0.0005090
Kepler-1669 b,1,Transit,2020,0,9.51216000,,,0,,,,,2.780,,,0,,,,,,0.71,,,0,0.67,,,0,543.4440000,10.7770000,-10.3730000,15.9088000,0.0006860,-0.0006860
Kepler-1669 c,1,Transit,2021,0,1.60932005,,,0,,,,,1.901,,,0,,,,,,0.60,0.03,-0.03,0,0.61,0.03,-0.03,0,543.4440000,10.7770000,-10.3730000,15.9088000,0.0006860,-0.0006860
Kepler-1669 d,1,Transit,2023,0,4.72941177,0.00003075,-0.00003075,0,0.046800,,,0,1.220,0.050,-0.060,0,,,,,,0.60,0.03,-0.03,0,0.61,0.03,-0.03,0,543.4440000,10.7770000,-10.3730000,15.9088000,0.0006860,-0.0006860
Kepler-167 b,1,Transit,2014,0,4.39315390,0.00000480,-0.00000460,0,0.048250,0.000700,-0.000700,0,1.718,0.070,-0.070,0,,,,,,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,341.9080000,1.9730000,-1.9730000,14.0004000,0.0002880,-0.0002880
Kepler-167 c,1,Transit,2014,0,7.40610600,0.00001000,-0.00001000,0,0.068400,0.001000,-0.001000,0,1.674,0.069,-0.069,0,,,,,,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,341.9080000,1.9730000,-1.9730000,14.0004000,0.0002880,-0.0002880
Kepler-167 d,1,Transit,2016,0,21.80379000,0.00013000,-0.00018000,0,0.140400,0.002000,-0.002000,0,1.238,0.064,-0.064,0,,,,,,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,341.9080000,1.9730000,-1.9730000,14.0004000,0.0002880,-0.0002880
Kepler-167 e,1,Transit,2016,0,1071.23205000,0.00059000,-0.00058000,0,1.883000,0.027000,-0.027000,0,10.160,0.420,-0.420,0,321.00669,50.85255,-47.67426,0,,0.75,0.02,-0.02,0,0.78,0.03,-0.03,0,341.9080000,1.9730000,-1.9730000,14.0004000,0.0002880,-0.0002880
Kepler-1670 b,1,Transit,2020,0,20.49980000,,,0,,,,,3.356,,,0,,,,,,1.52,,,0,1.05,,,0,2065.9800000,117.3700000,-105.6400000,15.4200000,0.0004110,-0.0004110
Kepler-1671 b,1,Transit,2020,0,4.16787000,,,0,,,,,1.326,,,0,,,,,,0.93,0.06,-0.06,0,0.87,0.13,-0.09,0,357.0590000,2.1680000,-2.1430000,13.2783000,0.0002010,-0.0002010
Kepler-1672 b,1,Transit,2020,0,150.87800000,,,0,,,,,2.970,,,0,,,,,,1.09,0.05,-0.06,0,1.16,0.19,-0.13,0,391.1810000,4.5120000,-4.4110000,12.3961000,0.0001970,-0.0001970
Kepler-1673 b,1,Transit,2020,0,33.78880000,,,0,,,,,2.936,,,0,,,,,,1.13,,,0,1.11,,,0,727.1870000,6.8485000,-6.8485000,13.5988000,0.0002350,-0.0002350
Kepler-1674 b,1,Transit,2020,0,62.56110000,,,0,,,,,3.206,,,0,,,,,,0.88,,,0,0.96,,,0,1012.4800000,28.8890000,-28.8890000,15.4779000,0.0004890,-0.0004890
Kepler-1675 b,1,Transit,2020,0,63.03820000,,,0,,,,,3.125,,,0,,,,,,1.13,,,0,1.06,,,0,651.1170000,5.8410000,-5.8410000,13.5535000,0.0002260,-0.0002260
Kepler-1676 b,1,Transit,2020,0,29.92210000,,,0,,,,,3.377,,,0,,,,,,1.06,0.05,-0.05,0,,,,,,,,,,
Kepler-1677 b,1,Transit,2020,0,22.06400000,,,0,,,,,2.702,,,0,,,,,,1.25,,,0,1.11,,,0,735.3690000,8.6405000,-8.6405000,13.6440000,0.0002400,-0.0002400
Kepler-1678 b,1,Transit,2020,0,147.97400000,,,0,,,,,3.304,,,0,,,,,,0.83,,,0,1.03,,,0,847.3390000,20.7860000,-19.8300000,14.9068000,0.0003530,-0.0003530
Kepler-1679 b,1,Transit,2020,0,9.75376000,,,0,,,,,2.069,,,0,,,,,,0.87,,,0,0.96,,,0,909.2800000,34.6280000,-32.2190000,15.1144000,0.0004480,-0.0004480
Kepler-168 b,1,Transit,2014,0,4.42539100,0.00003300,-0.00003300,0,0.056000,,,0,1.460,0.660,-0.660,0,,,,,,1.11,0.50,-0.50,0,,,,,1343.6000000,46.4800000,-43.5200000,14.6046000,0.0002730,-0.0002730
Kepler-168 c,1,Transit,2014,0,13.19324200,0.00004900,-0.00004900,0,0.116000,,,0,2.690,1.210,-1.210,0,,,,,,1.11,0.50,-0.50,0,,,,,1343.6000000,46.4800000,-43.5200000,14.6046000,0.0002730,-0.0002730
Kepler-1680 b,1,Transit,2020,0,8.77424000,,,0,,,,,1.360,,,0,,,,,,0.72,,,0,0.83,,,0,310.3150000,1.5500000,-1.5350000,13.6931000,0.0004640,-0.0004640
Kepler-1681 b,1,Transit,2020,0,69.89560000,,,0,,,,,2.553,,,0,,,,,,,,,,,,,,758.3000000,,,14.5565000,0.0007850,-0.0007850
Kepler-1682 b,1,Transit,2020,0,14.83340000,,,0,,,,,2.889,,,0,,,,,,0.84,,,0,0.99,,,0,1159.8500000,46.0400000,-46.0400000,15.6780000,0.0005830,-0.0005830
Kepler-1683 b,1,Transit,2020,0,15.03370000,,,0,,,,,1.875,,,0,,,,,,0.90,,,0,0.95,,,0,733.1430000,14.1400000,-13.6240000,14.8429000,0.0003600,-0.0003600
Kepler-1684 b,1,Transit,2020,0,47.70550000,,,0,,,,,2.871,,,0,,,,,,0.67,,,0,0.75,,,0,621.9960000,12.5555000,-12.5555000,15.7650000,0.0007730,-0.0007730
Kepler-1685 b,1,Transit,2020,0,20.49050000,,,0,,,,,2.577,,,0,,,,,,0.84,,,0,0.96,,,0,1141.8900000,44.5500000,-41.3700000,15.9060000,0.0006450,-0.0006450
Kepler-1686 b,1,Transit,2020,0,9.30987000,,,0,,,,,1.426,,,0,,,,,,1.20,,,0,1.02,,,0,729.8230000,7.5300000,-7.5300000,13.7519000,0.0002070,-0.0002070
Kepler-1687 b,1,Transit,2020,0,5.77954000,,,0,,,,,1.656,,,0,,,,,,0.73,,,0,0.65,,,0,417.0140000,5.4070000,-5.2730000,15.4730000,0.0005190,-0.0005190
Kepler-1688 b,1,Transit,2020,0,5.62012000,,,0,,,,,1.262,,,0,,,,,,,,,,,,,,,,,13.9862000,0.0005040,-0.0005040
Kepler-1689 b,1,Transit,2020,0,8.48300000,,,0,,,,,0.947,,,0,,,,,,1.00,0.05,-0.04,0,1.02,0.08,-0.17,0,294.1220000,1.7530000,-1.7310000,12.1077000,0.0001570,-0.0001570
Kepler-169 b,1,Transit,2014,0,3.25061900,0.00001300,-0.00001300,0,0.040000,,,0,1.130,0.080,-0.080,0,,,,,,0.76,0.05,-0.05,0,,,,,406.5290000,3.0240000,-2.9800000,14.1617000,0.0005350,-0.0005350
Kepler-169 c,1,Transit,2014,0,6.19546900,0.00002900,-0.00002900,0,0.062000,,,0,1.210,0.080,-0.080,0,,,,,,0.76,0.05,-0.05,0,,,,,406.5290000,3.0240000,-2.9800000,14.1617000,0.0005350,-0.0005350
Kepler-169 d,1,Transit,2014,0,8.34812500,0.00004100,-0.00004100,0,0.075000,,,0,1.250,0.090,-0.090,0,,,,,,0.76,0.05,-0.05,0,,,,,406.5290000,3.0240000,-2.9800000,14.1617000,0.0005350,-0.0005350
Kepler-169 e,1,Transit,2014,0,13.76710200,0.00003400,-0.00003400,0,0.105000,,,0,2.200,0.290,-0.290,0,,,,,,0.76,0.05,-0.05,0,,,,,406.5290000,3.0240000,-2.9800000,14.1617000,0.0005350,-0.0005350
Kepler-169 f,1,Transit,2014,0,87.09019500,0.00040600,-0.00040600,0,0.359000,,,0,2.580,0.240,-0.240,0,,,,,,0.76,0.05,-0.05,0,,,,,406.5290000,3.0240000,-2.9800000,14.1617000,0.0005350,-0.0005350
Kepler-1690 b,1,Transit,2020,0,234.63600000,,,0,,,,,2.811,,,0,,,,,,0.86,,,0,0.94,,,0,703.7890000,9.4810000,-9.2360000,14.6417000,0.0002760,-0.0002760
Kepler-1691 b,1,Transit,2020,0,3.84820000,,,0,,,,,1.835,,,0,,,,,,1.13,,,0,1.11,,,0,1267.6700000,32.6200000,-31.0600000,14.8807000,0.0003070,-0.0003070
Kepler-1692 b,1,Transit,2020,0,5.95966000,,,0,,,,,1.112,,,0,,,,,,0.87,,,0,0.87,,,0,591.0190000,6.9260000,-6.7700000,14.5049000,0.0003190,-0.0003190
Kepler-1693 b,1,Transit,2020,0,12.09990000,,,0,,,,,1.289,,,0,,,,,,0.88,,,0,0.95,,,0,760.0650000,13.5015000,-13.5015000,14.7438000,0.0003570,-0.0003570
Kepler-1693 c,1,Transit,2021,0,5.36370993,,,0,,,,,0.977,,,0,,,,,,1.10,0.16,-0.16,0,0.94,0.06,-0.05,0,760.0650000,13.5015000,-13.5015000,14.7438000,0.0003570,-0.0003570
Kepler-1694 b,1,Transit,2020,0,3.89526000,,,0,,,,,1.180,,,0,,,,,,0.76,,,0,0.82,,,0,513.3290000,4.9880000,-4.8960000,14.7519000,0.0002970,-0.0002970
Kepler-1695 b,1,Transit,2020,0,4.73290000,,,0,,,,,1.119,,,0,,,,,,0.99,,,0,0.96,,,0,791.1750000,12.3105000,-12.3105000,14.6234000,0.0002810,-0.0002810
Kepler-1696 b,1,Transit,2020,0,65.94090000,,,0,,,,,2.810,,,0,,,,,,1.20,,,0,1.02,,,0,1506.3600000,71.8300000,-65.6800000,15.4879000,0.0003950,-0.0003950
Kepler-1697 b,1,Transit,2020,0,33.49690000,,,0,,,,,1.260,,,0,,,,,,0.77,0.06,-0.07,0,0.75,0.10,-0.09,0,247.7710000,0.8030000,-0.7970000,13.3622000,0.0004310,-0.0004310
Kepler-1698 b,1,Transit,2020,0,1.21070000,,,0,,,,,1.073,,,0,,,,,,0.74,0.05,-0.05,0,0.82,0.11,-0.08,0,222.3450000,1.1990000,-1.1870000,12.8761000,0.0005890,-0.0005890
Kepler-1699 b,1,Transit,2020,0,3.49082000,,,0,,,,,1.567,,,0,,,,,,,,,,,,,,818.7590000,,,14.6614000,0.0013640,-0.0013640
